screen_id,provider_id,doi,title,publication_date,type,venue,first_author,author_count,language,abstract_available,membership,query_indices,raw_page,item_index,raw_sha256
S18581,https://openalex.org/W4327808101,10.2172/1838513,High-Efficiency Reversible Alkaline Membrane Fuel Cells,2023-01-10,report,,Hui Xu,13,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2023-01-01_2023-12-31/attempt_000001/page_000001.json,85,55be7dc9d04ed04e3eacde4f8824de03b018ac0e52f3e2db956d6cb43d73c181
S18582,https://openalex.org/W4327814496,10.1002/adfm.202208012,Structural Explanation of the Dielectric Enhancement of Barium Titanate Nanoparticles Grown under Hydrothermal Conditions,2023-03-18,article,Advanced Functional Materials,Ana F. Suzana,10,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,38,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18583,https://openalex.org/W4327852980,10.1039/d2ey00109h,"An unexplored role of the CrO x shell in an elaborated Rh/CrO x core–shell cocatalyst for photocatalytic water splitting: a selective electron transport pathway from semiconductors to core metals, boosting charge separation and H 2 evolution",2023-01-01,article,EES Catalysis,Tetsu Kotani,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000002.json,79,fd1e2c257d6b3cb013f7ee6b6603a93c68745280940aaad931bf8918111ebd60
S18584,https://openalex.org/W4327856989,10.20944/preprints202303.0312.v1,Ultrahigh-Pressure Mineral Inclusions in a Crustal Granite: Evidence for a Novel Transcrustal Transport Mechanism,2023-03-17,preprint,Preprints.org,Rainer Thomas,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,30,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18585,https://openalex.org/W4327933901,10.31224/2891,Grain boundary segregation in steels: Towards engineering the design of internal interfaces,2023-03-20,preprint,,Mainak Saha,1,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,50,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18586,https://openalex.org/W4327936893,10.1103/physrevb.107.115139,Oxygen isotope effect in VO2,2023-03-20,article,Physical review. B./Physical review. B,Carl Willem Rischau,7,lv,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,41,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18587,https://openalex.org/W4327937869,10.1364/opticaopen.22178222,Fast Response and Highly Repeatable Hydrogen Measurement via Pd/WO3 Film Coated Optical Fiber Sensors and Spectral Comb Interrogation,2023-03-20,preprint,,Zhiyong Yang,9,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,40,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18588,https://openalex.org/W4327945470,10.1016/j.jcou.2023.102453,Black TiO2-supported copper nanoparticles for efficient photocatalytic N-formylation of N-methylaniline with CO2,2023-03-20,article,Journal of CO2 Utilization,Shibo Yuan,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,45,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18589,https://openalex.org/W4327948861,10.3390/coatings13030644,Recent Progress in Perovskite Solar Cells: Status and Future,2023-03-18,article,Coatings,Ying Chen,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,39,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18590,https://openalex.org/W4327948910,10.3390/bioengineering10030379,Nanoscale Chemical Surface Analyses of Recycled Powder for Direct Metal Powder Bed Fusion Ti-6Al-4V Root Analog Dental Implant: An X-ray Photoelectron Spectroscopy Study,2023-03-20,article,Bioengineering,Anastasia Matsko,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,44,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18591,https://openalex.org/W4327952022,10.4995/thesis/10251/192513,Development of Hydrated Calcium Silicates by Hydrothermal Treatments,2023-02-13,dissertation,,Felipe Martí Montava,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000005.json,99,d12c7f4cdc67335cf730991ceb25f67cc8d4f0824959ece16eadcb225f425db8
S18592,https://openalex.org/W4327955608,10.3390/catal13030616,Effect of Urea as a Shape-Controlling Agent on the Properties of Bismuth Oxybromides,2023-03-20,article,Catalysts,Viktória Márta,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,42,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18593,https://openalex.org/W4327967868,10.14393/ufu.te.2023.8022,Development of a system containing titanium dioxide and algae for hexavalent chromium reduction by photocatalysis,2022-12-22,dissertation,,Igor G. F. Costa,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2022-01-01_2022-12-31/attempt_000001/page_000021.json,33,c6b41d65dc8f901701ddb3a3e0f4ea7db1840d2e15b37f0f5d1e1147eed01d82
S18594,https://openalex.org/W4327968182,10.1002/aenm.202203913,Trends and Prospects of Bulk and Single‐Atom Catalysts for the Oxygen Evolution Reaction,2023-03-20,article,Advanced Energy Materials,Sarmad Iqbal,5,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,47,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18595,https://openalex.org/W4327971716,10.3390/nano13061090,Microwave Synthesis of Visible-Light-Activated g-C3N4/TiO2 Photocatalysts,2023-03-17,article,Nanomaterials,Maria Leonor Matias,9,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,36,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18596,https://openalex.org/W4328031328,10.2139/ssrn.4393569,Efficient and Stable Dual-Active-Site of Core-Shell Nife-Ldh Anchored on Femnon-N-Doped Carbon Nanotubes as Bifunctional Oxygen Electrocatalysts for Zn-Air Batteries,2023-01-01,preprint,SSRN Electronic Journal,Parisa Akbarian,2,en,False,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000001.json,6,c69fc307629d5353cee06eaa427f32a2c9788c63bc261e788d35a763f8dc97df
S18597,https://openalex.org/W4328048499,10.1021/jacs.2c10212,Bonds over Electrons: Proton Coupled Electron Transfer at Solid–Solution Interfaces,2023-03-21,article,Journal of the American Chemical Society,James M. Mayer,1,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,52,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18598,https://openalex.org/W4328048503,10.1073/pnas.2215189120,Tuning the surface reactivity of oxides by peroxide species,2023-03-21,article,Proceedings of the National Academy of Sciences,Yaguang Zhu,7,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,51,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18599,https://openalex.org/W4328049467,10.1021/acsnano.3c00387,Highly Oxidized Oxide Surface toward Optimum Oxygen Evolution Reaction by Termination Engineering,2023-03-21,article,ACS Nano,Xiaoning Li,10,en,True,BOTH,2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,54,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18600,https://openalex.org/W4328052866,10.20944/preprints202303.0381.v1,"Corrosion Current Density of the Carbon Steel API 5L X65, in Contact with Natural Callovo-Oxfordian Clay Pore Water, Assessed by Various Electrochemical Methods during 180 Days",2023-03-22,preprint,Preprints.org,Yendoubé Charles Sano Moyeme,5,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2023-01-01_2023-12-31/attempt_000001/page_000002.json,73,2344257a392a1d6bbe22df027d7ea49691d9520415a91396f49522a99d58c618
S18601,https://openalex.org/W4328053667,10.1016/j.apgeochem.2023.105631,The aqueous solution chemistry of germanium under conditions of environmental and biological interest: Inorganic ligands,2023-03-21,article,Applied Geochemistry,Montserrat Filella,2,en,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2023-01-01_2023-12-31/attempt_000001/page_000002.json,27,5095508f5d6201837e92945c68e823fe17312ef38d2cf3827a791bf88ce62e82
S18602,https://openalex.org/W4328110077,10.1016/j.ese.2023.100265,Water treatment and reclamation by implementing electrochemical systems with constructed wetlands,2023-03-21,article,Environmental Science and Ecotechnology,Suanny Mosquera-Romero,5,en,True,BOTH,2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,56,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18603,https://openalex.org/W4328115533,10.21203/rs.3.rs-2594860/v1,Modern-style plate tectonics preserved in the Paleoproterozoic paired metamorphic belts driven by cold deep subduction,2023-03-21,preprint,Research Square,Changqing Yin,10,en,False,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,48,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18604,https://openalex.org/W4328121493,10.3390/batteries9030186,"All-Solid-State Thin Film Li-Ion Batteries: New Challenges, New Materials, and New Designs",2023-03-21,article,Batteries,Baolin Wu,5,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,57,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18605,https://openalex.org/W4328121661,10.3390/f14030632,Assessment of the Impact of Industry-Related Air Emission of Arsenic in the Soils of Forest Ecosystems,2023-03-20,article,Forests,M. V. Shabanov,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,43,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18606,https://openalex.org/W4328124161,10.1002/slct.202300114,Selective Oxidation of Sulfuric Acid to Peroxydisulfuric Acid on a Tungsten Trioxide Anode,2023-03-21,article,ChemistrySelect,Hitoshi Kusama,3,en,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2023-01-01_2023-12-31/attempt_000001/page_000002.json,26,5095508f5d6201837e92945c68e823fe17312ef38d2cf3827a791bf88ce62e82
S18607,https://openalex.org/W4328126412,10.3390/ma16062500,Killing Two Birds with One Stone: Upgrading Organic Compounds via Electrooxidation in Electricity-Input Mode and Electricity-Output Mode,2023-03-21,article,Materials,Jiamin Ma,7,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,53,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18608,https://openalex.org/W4328126991,10.1038/s41598-023-31440-y,"Separation, reserve estimation and radioactivity responsibility of the economic heavy minerals of East El- Arish black sand, North Sinai, Egypt",2023-03-21,article,Scientific Reports,Morad Awad,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,50,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18609,https://openalex.org/W4328135912,10.1016/j.ensm.2023.03.022,A CrMnFeCoNi high entropy alloy boosting oxygen evolution/reduction reactions and zinc-air battery performance,2023-03-21,article,Energy storage materials,Ren He,16,en,False,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,58,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18610,https://openalex.org/W4328137363,10.1016/j.cej.2023.142544,High-performance aqueous zinc-ion hybrid capacitors based on 3D printed metal-organic framework cathodes,2023-03-21,article,Chemical Engineering Journal,Noelle R. Catarineu,5,en,False,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,55,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18611,https://openalex.org/W4330336858,10.48550/arxiv.2303.10266,On the determination of the thermal shock parameter of MAX phases: A combined experimental-computational study,2023-03-17,article,RWTH Publications (RWTH Aachen),Matej Fekete,8,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,47,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18612,https://openalex.org/W433225678,,PRECISE CONTROL OF CARBON NANOTUBE MEMBRANE STRUCTURE FOR ENZYME MIMETIC CATALYSIS,2014-01-01,article,UKnowledge (University of Kentucky),Nicholas W. Linck,1,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2014-01-01_2014-12-31/attempt_000001/page_000001.json,8,3659c941027a38e2fbcbebfe07783324dc6db0c081f7e8abdc4f878e9e791a5e
S18613,https://openalex.org/W4352991027,10.4236/ojpc.2023.132002,Fabrication and Characterization of Lanthanide-TiO2 Nanotube Composites,2023-01-01,article,Open Journal of Physical Chemistry,Khadijah M. Emran,2,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000002.json,0,fd1e2c257d6b3cb013f7ee6b6603a93c68745280940aaad931bf8918111ebd60
S18614,https://openalex.org/W4352999106,10.2139/ssrn.4395677,Oxygen Vacancies in the Spotlight: On the Engineering of Intrinsic Defects in Highly Defective Tio2 Photocatalysts,2023-01-01,preprint,SSRN Electronic Journal,Daniela Meroni,9,en,False,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000001.json,67,479c1b676d59e2867fb458aeea382ad08f9026dccb2ec37d5ea888a7361afcc4
S18615,https://openalex.org/W4353005074,10.1039/d3se00109a,Cellulose as sacrificial agents for enhanced photoactivated hydrogen production,2023-01-01,article,Sustainable Energy & Fuels,María Isabel Alvarado-Ávila,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000002.json,34,fd1e2c257d6b3cb013f7ee6b6603a93c68745280940aaad931bf8918111ebd60
S18616,https://openalex.org/W4353015951,10.33594/000000616,Titanium Dioxide Nanoparticle (TiO2 NP) Induces Toxic Effects on LA-9 Mouse Fibroblast Cell Line,2023-03-22,article,Cellular Physiology and Biochemistry,Ana Carolina Maragno Fattori,14,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,56,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18617,https://openalex.org/W4353017190,10.1021/acs.accounts.3c00002,Selective Control and Characteristics of Water Oxidation and Dioxygen Reduction in Environmental Photo(electro)catalytic Systems,2023-03-22,article,Accounts of Chemical Research,Shinbi Lee,3,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,59,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18618,https://openalex.org/W4353043746,10.1021/acsaem.2c03872,AgBTC MOF-Mediated Approach to Synthesize Silver Nanoparticles Decorated on Reduced Graphene Oxide (rGO@Ag) for Energy Storage Applications,2023-03-22,article,ACS Applied Energy Materials,Arturo Barjola,5,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,60,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18619,https://openalex.org/W4353045590,10.1088/2515-7655/acc68d,Principal strategies for designing graphdiyne-based catalyst toward green hydrogen production from water electrolysis,2023-03-22,article,Journal of Physics Energy,Huidi Yu,6,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,59,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18620,https://openalex.org/W4353046057,10.1021/acsomega.2c05047,Raman Spectroscopic Characterization of Chemical Bonding and Phase Segregation in Tin (Sn)-Incorporated Ga2O3,2023-03-22,article,ACS Omega,Debabrata Das,3,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,57,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18621,https://openalex.org/W4353065010,10.3390/geosciences13030091,The Importance of Eurekan Mountains on Cenozoic Sediment Routing on the Western Barents Shelf,2023-03-21,article,Geosciences,Michael J. Flowerdew,10,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,49,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18622,https://openalex.org/W4353065751,10.3390/min13030450,"In Situ LA-ICP-MS of Zoned Garnets from the Huanggang Skarn Iron–Tin Polymetallic Deposit, Southeastern Mongolia, Northern China",2023-03-22,article,Minerals,Wei Mei,3,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,54,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18623,https://openalex.org/W4353070310,10.4995/thesis/10251/192544,3D Structured Graphenes as (Photo)Catalysts,2023-02-10,dissertation,,Ana García Mulero,1,en,True,BOTH,1;2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000005.json,82,d12c7f4cdc67335cf730991ceb25f67cc8d4f0824959ece16eadcb225f425db8
S18624,https://openalex.org/W4353094054,10.1016/j.apsusc.2023.157096,Black titanium dioxide nanocolloids by laser irradiation in liquids for visible light photo-catalytic/electrochemical applications,2023-03-22,article,Applied Surface Science,Pooja Raveendran Nair,7,en,False,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,58,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18625,https://openalex.org/W4353096231,10.1016/j.surfcoat.2023.129437,Improved corrosion and adhesion properties of titanium alloy for endoprostheses applications using a two-step anodization method,2023-03-22,article,Surface and Coatings Technology,Abderrazak Djendel,4,en,False,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,55,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18626,https://openalex.org/W4360591508,10.2139/ssrn.4396142,Rapid Laser-Induced Low Temperature Crystallization of Thermochromic Vo2 Sol-Gel Thin Films,2023-01-01,preprint,SSRN Electronic Journal,Maria Basso,14,en,False,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000001.json,68,479c1b676d59e2867fb458aeea382ad08f9026dccb2ec37d5ea888a7361afcc4
S18627,https://openalex.org/W4360596498,10.2139/ssrn.4396145,Engineering Charge Redistribution on High-Density Ruco Nanoclusters as Robust Bifunctional Oxygen Electrocatalysts for Rechargeable Zn-Air Batteries,2023-01-01,preprint,SSRN Electronic Journal,Min Jie Wang,11,en,False,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000001.json,7,c69fc307629d5353cee06eaa427f32a2c9788c63bc261e788d35a763f8dc97df
S18628,https://openalex.org/W4360603555,10.1088/1361-6528/acc6d7,The sensitivity enhancement of TiO2-based VOCs sensor decorated by gold at room temperature,2023-03-23,article,Nanotechnology,Mostafa Shooshtari,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,70,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18629,https://openalex.org/W4360604473,10.1007/s40843-022-2376-7,Hierarchical amorphous bimetallic sulfide nanosheets supported on Co-C nanofibers to synergistically boost water electrolysis,2023-03-17,article,Science China Materials,Weimo Li,7,en,False,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2023-01-01_2023-12-31/attempt_000001/page_000003.json,49,a917a81fd8b3d6174d9a798f32912ce7228ca71913e88a67879c8d2727a7b2dd
S18630,https://openalex.org/W4360604623,10.1016/j.plaphy.2023.107664,The role of algal EPS in reducing the combined toxicity of BPA and polystyrene nanoparticles to the freshwater algae Scenedesmus obliquus,2023-03-23,article,Plant Physiology and Biochemistry,Sayani Giri,5,en,False,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,71,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18631,https://openalex.org/W4360605839,10.11606/t.11.2023.tde-23032023-161926,>i /i< ferruginosos e aluminosos e relações pedologia-geomorfologia-geologia no Alto Jequitinhonha (MG),2023-02-14,dissertation,,Daniela Schievano de Campos,1,pt,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000006.json,5,7a088c346794a57b2e2c35f827c7658d3908a25db944842d165db13a0fe62064
S18632,https://openalex.org/W4360608504,10.1021/acsaem.3c00219,High-Performance Photocatalytic H 2 Production Using a Binary Cu/TiO 2 /SrTiO 3 Heterojunction,2023-03-23,article,ACS Applied Energy Materials,Marcos González-Tejero,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,68,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18633,https://openalex.org/W4360611012,10.3389/fvets.2023.1148766,Effects of carnosine on the embryonic development and TiO2 nanoparticles-induced oxidative stress on Zebrafish,2023-03-23,article,Frontiers in Veterinary Science,Giuseppe Caruso,11,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,63,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18634,https://openalex.org/W4360612071,10.1021/jacsau.3c00060,Phase Transition Kinetics of MAPbI3 for Tetragonal-to-Orthorhombic Evolution,2023-03-23,article,JACS Au,Jiawei Wu,3,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,69,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18635,https://openalex.org/W4360613396,10.1021/acsomega.2c07810,Metrology of Ar–N2/O2 Mixture Atmospheric Pressure Pulsed DC Jet Plasma and its Application in Bio-Decontamination,2023-03-23,article,ACS Omega,Naqib Ullah,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,67,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18636,https://openalex.org/W4360613553,10.3390/electrochem4020012,Electrocatalytic Reduction of O2 by ITO-IrOx: Implication for Dissolved Oxygen Sensor in the Alkaline Medium,2023-03-23,article,Electrochem,Munira Siddika,4,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2023-01-01_2023-12-31/attempt_000001/page_000002.json,74,2344257a392a1d6bbe22df027d7ea49691d9520415a91396f49522a99d58c618
S18637,https://openalex.org/W4360614157,10.3390/nano13071142,Synergistic Effects of Magnetic Z-Scheme g-C3N4/CoFe2O4 Nanofibres with Controllable Morphology on Photocatalytic Activity,2023-03-23,article,Nanomaterials,Yelin Chen,9,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,64,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18638,https://openalex.org/W4360617300,10.1002/jctb.7379,Novel synthesis method of oxygen vacancy WO3 and its photocatalytic performance for degradation of rhodamine B,2023-03-23,article,Journal of Chemical Technology & Biotechnology,Yu Zhang,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000008.json,62,9a3af3c1be7cf9028f3a99fa47e3dbb2e29e3dd954c0bdb3a979454eadea977a
S18639,https://openalex.org/W4360621171,10.47392/irjash.2023.004,Effect of Nano Reinforcements Tio2 And Y2O3 on Aluminium Metal Matrix Nanocomposite,2023-01-28,article,International Research Journal on Advanced Science Hub,Nirsandh Ganesan,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000004.json,89,a2f9bd85123583c37bf9204040cba87460bf5a420b8e72fdc4064688b04cc5ab
S18640,https://openalex.org/W4360777146,10.20517/energymater.2022.68,Rational design of Ru/TiO2/CNTs as cathode: promotion of cycling performance for aprotic lithium-oxygen battery,2023-01-01,article,,Lili Liu,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2023-01-01_2023-12-31/attempt_000001/page_000002.json,70,fd1e2c257d6b3cb013f7ee6b6603a93c68745280940aaad931bf8918111ebd60
