screen_id,doi,title,publication_date,label_a,label_b,reason_a,reason_b,route,eligibility_status,method_status
S11209,10.1021/acssuschemeng.0c04682,Hierarchical Ti-Based MOF with Embedded RuO2 Nanoparticles: a Highly Efficient Photoelectrode for Visible Light Water Oxidation,2020-12-10,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,RuO2 cocatalyst with DFT calculations for water oxidation photoelectrode.,RuO2-embedded Ti-MOF photoelectrode for water oxidation with DFT calculations.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S11210,10.3390/catal10121456,Non-Thermal Plasma-Modified Ru-Sn-Ti Catalyst for Chlorinated Volatile Organic Compound Degradation,2020-12-13,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Plasma-modified Ru-Sn-Ti catalyst for VOC degradation; not OER.,Ru-Sn-Ti catalyst for chlorinated VOC degradation; no OER,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11211,10.3990/1.9789036550789,Optical detection of hydrogen diffusion through thin film barrier materials,2020-10-12,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Optical sensor for hydrogen diffusion barrier films thesis; not OER,Optical sensor for hydrogen diffusion in thin barrier films; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11212,10.1021/acs.chemmater.0c03596,Isotropic Iodide Adsorption Causes Anisotropic Growth of Copper Microplates,2020-12-07,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Ab initio thermodynamics of iodide-driven Cu microplate growth, not OER",Cu microplate growth via iodide adsorption; ab initio thermodynamics but no OER/rutile oxide.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11213,,Study on Effect of Substrate Biasing on Crystalline Growth and Insulator-Metal Transition Properties of Vanadium Dioxide Films on Sapphire Substrates,2017-03-24,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"VO2 thin film insulator-metal transition, no OER",VO2 insulator-metal transition thin films thesis; unrelated to OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11214,10.3390/catal10121459,Recent Advances in the Design and Photocatalytic Enhanced Performance of Gold Plasmonic Nanostructures Decorated with Non-Titania Based Semiconductor Hetero-Nanoarchitectures,2020-12-14,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Review of gold plasmonic photocatalytic nanostructures; not OER-focused.,Review of gold plasmonic photocatalyst nanostructures; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11215,10.1039/d0cs00357c,Fundamentals and applications of photo-thermal catalysis,2020-12-18,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Photo-thermal catalysis review; no OER or rutile oxide.,Review of photo-thermal catalysis fundamentals; no rutile OER focus.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11216,10.1021/acscatal.0c04656,Ultrahigh Oxygen Evolution Reaction Activity Achieved Using Ir Single Atoms on Amorphous CoO x Nanosheets,2020-12-14,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Ir single atoms on amorphous CoOx OER; non-rutile, no computation",Ir single atoms on amorphous CoOx for OER; not rutile oxide.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11217,10.1016/j.jallcom.2020.158388,An economic approach to produce iron doped TiO2 nanorods from ilmenite for photocatalytic applications,2020-12-17,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Fe-doped TiO2 nanorods for photocatalysis, no OER computation.",Fe-doped TiO2 nanorods from ilmenite for photocatalysis.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11218,10.3390/catal10121435,A CeO2 Semiconductor as a Photocatalytic and Photoelectrocatalytic Material for the Remediation of Pollutants in Industrial Wastewater: A Review,2020-12-08,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,CeO2 photocatalyst review for wastewater remediation; no OER,"CeO2 photocatalytic wastewater remediation review, unrelated",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11219,10.1021/acschemneuro.0c00355,“Nano”: An Emerging Avenue in Electrochemical Detection of Neurotransmitters,2020-12-07,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Review of electrochemical neurotransmitter sensors, unrelated",Review of nanomaterial electrochemical sensors for neurotransmitters; unrelated.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11220,,"Anti-site disorder and physical properties in microwave synthesized RE2Ti2O7 (RE = Gd, Ho) pyrochlores / A. Gómez-Pérez ... [et al.].",2017-03-14,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Pyrochlore RE2Ti2O7 anti-site disorder study; non-rutile, no OER.","Pyrochlore RE2Ti2O7 physical properties; non-rutile, no abstract content.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11221,10.3390/w12123551,Photocatalytic Degradation of Polyamide 66; Evaluating the Feasibility of Photocatalysis as a Microfibre-Targeting Technology,2020-12-17,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"TiO2 photocatalytic degradation of microfibres, no OER",TiO2 photocatalytic degradation of microfibers.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11222,10.1002/aenm.202002204,Porous FeCo Glassy Alloy as Bifunctional Support for High‐Performance Zn‐Air Battery,2020-12-14,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"FeCo glassy alloy Zn-air battery support, not rutile.",FeCo glassy alloy bifunctional ZAB catalyst; non-rutile.,FULL_TEXT_REVIEW_RESCUE,NOT_DECIDED,NOT_CODED
S11223,10.3762/bjnano.11.165,Unravelling the interfacial interaction in mesoporous SiO2@nickel phyllosilicate/TiO2 core–shell nanostructures for photocatalytic activity,2020-12-09,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,SiO2@NiPS/TiO2 core-shell photocatalyst for dye degradation; not OER,"SiO2/nickel phyllosilicate/TiO2 core-shell photocatalyst for dye degradation, not OER",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11224,10.22201/icat.24486736e.2020.18.5.1285,Ag/CeO2/SBA-15 hybrid catalysts for the elimination of E. coli in potable water system,2020-10-30,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Ag/CeO2 antibacterial hybrid catalyst, unrelated",Ag/CeO2/SBA-15 bactericidal water treatment; no OER,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11225,10.1038/s41427-020-00255-y,Regulating the pore structure and oxygen vacancies of cobaltosic oxide hollow dodecahedra for an enhanced oxygen evolution reaction,2020-11-13,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Zn-doped Co3O4 hollow dodecahedra OER catalyst; spinel, not rutile.","Zn-doped Co3O4 hollow dodecahedra OER electrocatalyst; spinel, non-rutile family.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11226,10.3390/min10121094,Metamorphic Conditions of Neotethyan Meliatic Accretionary Wedge Estimated by Thermodynamic Modelling and Geothermobarometry (Inner Western Carpathians),2020-12-06,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Metamorphic geothermobarometry geology, unrelated","Metamorphic P-T conditions of accretionary wedge; geology, unrelated field.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11227,,Formação de polimorfos de titanato de cobalto : estudo da complexação de titânio e cobalto através do método poliol e da estabilidade térmica de óxido de titânio dopado com cobalto,2020-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Cobalt titanate polymorph synthesis for photocatalysis; no OER.,Cobalt titanate photocatalyst synthesis dissertation; no OER,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11228,,Structural Design of Transition Metal Compounds based Electrocatalysts for Water Splitting,2020-01-01,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Dissertation on transition-metal-compound electrocatalysts for water splitting; may include rutile oxides.,Dissertation on transition metal compound electrocatalysts for water splitting; vague.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S11229,10.31031/rdms.2020.14.000827,A Recent Developments in Photocatalytic Water Splitting by TiO2 Modified Photocatalysts,2020-08-25,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,TiO2-modified photocatalyst review for water splitting/H2 production; no OER,"Brief note on TiO2 photocatalytic water splitting; photocatalysis, no CHE/OER calc.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11230,10.1186/s00015-020-00372-4,The evolution of the Sesia Zone (Western Alps) from Carboniferous to Cretaceous: insights from zircon and allanite geochronology,2020-12-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Zircon/allanite geochronology of Sesia Zone metamorphism; unrelated field.,Zircon/allanite geochronology; unrelated geology.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11231,10.1016/j.jseaes.2020.104650,Orthopyroxene-sillimanite granulites of the Angara-Kan block (SW Siberian craton): Constraints on timing of UHT metamorphism,2020-12-17,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Orthopyroxene-sillimanite granulite metamorphism; geology, unrelated.","Orthopyroxene-sillimanite granulite UHT metamorphism; geology, unrelated.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11232,10.1039/d0nr07120j,A nitrogen-doped NiCo2S4/CoO hollow multi-layered heterostructure microsphere for efficient oxygen evolution in Zn–air batteries,2020-12-10,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"N-doped NiCo2S4/CoO OER catalyst for Zn-air batteries, not rutile",N-doped NiCo2S4/CoO OER catalyst for Zn-air battery; non-rutile,FULL_TEXT_REVIEW_RESCUE,NOT_DECIDED,NOT_CODED
S11233,10.1016/j.mset.2020.12.001,ORR/OER activity and zinc-air battery performance of various kinds of graphene-based air catalysts,2020-12-19,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Review of graphene-based ORR/OER catalysts for Zn-air batteries; non-rutile.,Review of graphene-based ORR/OER catalysts for Zn-air batteries; no rutile-oxide focus.,FULL_TEXT_REVIEW_RESCUE,NOT_DECIDED,NOT_CODED
S11234,10.1002/celc.202001412,2D Heterojunction Between Double Perovskite Oxide Nanosheet and Layered Double Hydroxide to Promote Rechargeable Zinc‐Air Battery Performance,2020-12-11,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Perovskite/LDH bifunctional OER, non-rutile family.",Perovskite oxide/LDH heterojunction OER/ORR for Zn-air battery; not rutile.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11235,10.1016/j.mtener.2020.100610,Modulated FeCo nanoparticle in situ growth on the carbon matrix for high-performance oxygen catalysts,2020-12-06,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"FeCo nanoparticle on carbon matrix oxygen catalyst; non-rutile, no abstract detail.","FeCo nanoparticle oxygen catalysts, non-rutile, no abstract",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11236,10.1039/d0cc07077g,Photocatalytic water oxidation with a Prussian blue modified brown TiO 2,2020-12-09,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Photocatalytic water oxidation with TiO2; computation could appear in SI,Photocatalytic water oxidation with Prussian-blue-modified brown TiO2; OER on TiO2-related oxide.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S11237,10.3390/catal10121431,Recent Advances in Synthesis and Applications of Carbon-Doped TiO2 Nanomaterials,2020-12-08,POSSIBLY_RELEVANT,CLEARLY_IRRELEVANT,Review of carbon-doped TiO2 nanomaterials incl. photoelectrochemical applications,Review of carbon-doped TiO2 for photocatalysis/electrodes; no OER.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S11238,10.1039/d0cs00526f,Characterizing photocatalysts for water splitting: from atoms to bulk and from slow to ultrafast processes,2020-12-10,CLEARLY_IRRELEVANT,POSSIBLY_RELEVANT,"Review of photocatalyst characterization methods, no rutile OER calc specifics.",Review of characterization methods for photocatalytic water splitting materials,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S11239,10.1016/j.mtener.2020.100619,Smart oxygen vacancy engineering to enhance water oxidation efficiency by separating the different effects of bulk and surface vacancies,2020-12-10,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,"Oxygen vacancy engineering for water oxidation; material family and computation unclear, no abstract",Oxygen vacancy engineering for water oxidation efficiency; no abstract but plausibly on-topic oxide OER work.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S11240,10.1016/j.cej.2020.127999,Supported iridium catalysts for the total oxidation of short chain alkanes and their mixtures: Influence of the support,2020-12-07,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Supported Ir catalysts for VOC oxidation, no OER",Supported Ir catalysts for VOC total oxidation; not electrochemical OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11241,10.1038/s41598-020-77999-8,Theoretical investigation on $$\hbox {BeN}_{{2}}$$ monolayer for an efficient bifunctional water splitting catalyst,2020-12-08,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,DFT of BeN2 monolayer bifunctional water splitting; not a rutile oxide.,DFT OER/HER study of BeN2 monolayer; non-oxide material.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11242,10.1039/d0mh01540g,Patterning and control of the nanostructure in plasma thin films with acoustic waves: mechanical vs. electrical polarization effects,2020-12-10,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Acoustic-wave patterning of plasma thin films, unrelated field.",Acoustic-wave patterning of plasma thin films; unrelated to OER,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11243,10.1016/j.jelechem.2020.114928,Short communication: Molecular architecture based on palladium-salen complex/graphene for low potential water oxidation,2020-12-10,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Molecular Pd-salen/graphene water oxidation catalyst; not a rutile oxide surface.,"Pd-salen/graphene molecular catalyst for water oxidation, non-rutile; no abstract",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11244,10.1016/j.jmrt.2020.12.035,"Bio-inspired green manufacturing of plasmonic silver nanoparticles/Degussa using Banana Waste Peduncles: Photocatalytic, antimicrobial, and cytotoxicity evaluation",2020-12-18,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Ag/TiO2 photocatalytic antimicrobial nanocomposite, not OER.",Silver nanoparticle/Degussa photocatalyst for antimicrobial applications; no OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11245,10.34133/2020/9068270,Electrodeposition of Pt-Decorated Ni(OH) 2 /CeO 2 Hybrid as Superior Bifunctional Electrocatalyst for Water Splitting,2020-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Pt-Ni(OH)2/CeO2 bifunctional electrocatalyst for water splitting; not rutile oxide.,"Pt-Ni(OH)2/CeO2 HER/OER catalyst, non-rutile (RuO2 only benchmark)",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11246,10.15167/melle-giovanni_phd2020-03-11,Development of a Novel Platform for in vitro Electrophysiological Recording,2020-03-11,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Electrophysiological platform for cardiotoxicity, unrelated","In vitro cardiotoxicity electrophysiology platform, unrelated field.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11247,,Ni alloy nanowires as high efficiency electrode materialsnfor alkaline electrolysers,2020-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Ni alloy nanowire electrodes for alkaline electrolysis, not rutile/DFT.","Ni-alloy nanowire electrodes for alkaline water electrolysis; novel work is Ni cathode, not IrO2 OER.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11248,10.33448/rsd-v9i11.10689,"Effect of fluoride on the thickness, surface roughness and corrosion resistance of titanium anodic oxide films formed in a phosphate buffer solution at different applied potentials",2020-12-09,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Titanium anodic oxide film corrosion study; unrelated to OER.,Titanium anodic oxide film corrosion resistance study,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11249,10.3390/min10121100,"Early Cretaceous Plume–Ridge Interaction Recorded in the Band-e-Zeyarat Ophiolite (North Makran, Iran): New Constraints from Petrological, Mineral Chemistry, and Geochronological Data",2020-12-07,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Petrology/geochronology of Band-e-Zeyarat ophiolite; geology, unrelated to OER.","Ophiolite petrology and geochronology, Iran; unrelated",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11250,10.21203/rs.3.rs-85446/v1,Cryomilled Ni-Co-Se Enables Water Oxidation Electrocatalysts Durable at High Current Densities,2020-12-11,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Cryomilled Ni-Co-Se water oxidation electrocatalyst; selenide, not rutile oxide.",Ni-Co-Se water oxidation electrocatalyst; non-rutile,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11251,10.1002/celc.202001465,Boosting the Stability of RuO2 in the Acidic Oxygen Evolution Reaction by Tuning Oxygen‐Vacancy Formation Energies: A Viable Approach Beyond Noble‐Metal Catalysts?,2020-12-16,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,"RuO2 acidic OER stability tuned via oxygen-vacancy formation energies, likely computed.","RuO2 acidic OER stability via tuning oxygen-vacancy formation energies; rutile RuO2, energetics-based strategy.",FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S11252,10.1021/acsanm.0c02739,Ru/RuO2 Nanoparticle Composites with N-Doped Reduced Graphene Oxide as Electrocatalysts for Hydrogen and Oxygen Evolution,2020-12-10,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Ru/RuO2 nanoparticle composite electrocatalyst for HER/OER,Ru/RuO2 (rutile) nanocomposite explicitly studied for OER/HER.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S11253,10.1007/s00126-020-01023-2,"Silicate-replacive high sulfidation massive sulfide orebodies in a porphyry Cu-Au system: Bor, Serbia",2020-12-11,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Geology of a porphyry Cu-Au deposit; unrelated field,Porphyry Cu-Au sulfide deposit geology; unrelated field.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11254,10.30799/jnst.312.20060401,Effect of Nitrogen Doping on Photocatalytic Activity of TiO2,2020-12-14,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Nitrogen-doped TiO2 photocatalytic dye degradation, no OER","N-doped TiO2 photocatalytic dye degradation, no OER",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11255,10.17222/mit.2020.030,Enhanced photoelectrocatalytic activity of a Pt-modified Ti/TiO2/BiVO4 photoelectrode for water oxidation,2020-12-15,CLEARLY_IRRELEVANT,POSSIBLY_RELEVANT,"Pt-modified Ti/TiO2/BiVO4 photoelectrode for water oxidation; experimental, no DFT overpotential.",Pt-modified Ti/TiO2/BiVO4 photoelectrode for water oxidation; experimental OER on TiO2-based rutile family.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S11256,10.1016/j.trac.2020.116154,Semiconductor photoelectroanalysis and photobioelectroanalysis: A perspective,2020-12-17,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Photoelectroanalysis perspective review, no abstract, unrelated field.","photoelectroanalysis perspective, empty abstract, no OER",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11257,10.32657/10356/143590,Amorphous alloy : a potential electrocatalyst in water splitting,2019-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Amorphous Ni-Fe alloy OER catalyst dissertation; non-rutile.,"Amorphous NiFe alloy water-splitting OER dissertation, non-rutile material, no DFT.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11258,10.1016/j.jechem.2020.11.037,Engineering heterointerfaces coupled with oxygen vacancies in lanthanum–based hollow microspheres for synergistically enhanced oxygen electrocatalysis,2020-12-11,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Lanthanum-based oxygen electrocatalysis microspheres, non-rutile","Lanthanum hollow microspheres oxygen electrocatalysis, non-rutile perovskite-like.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11259,10.26565/2220-637x-2020-34-01,Recent advances in theoretical investigation of titanium dioxide nanomaterials. A review,2020-01-01,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Review of theoretical/DFT studies of rutile/anatase TiO2 surfaces and interfaces.,Computational review of rutile TiO2 surface/adsorption properties,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S11260,10.1002/adfm.202008989,Pd Ion‐Exchange and Ammonia Etching of a Prussian Blue Analogue to Produce a High‐Performance Water‐Splitting Catalyst,2020-12-13,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Pd-Prussian blue analogue water-splitting catalyst with theoretical calculations; not rutile.,"Pd-based PBA-derived water-splitting catalyst, non-rutile material.",FULL_TEXT_REVIEW_RESCUE,NOT_DECIDED,NOT_CODED
S11261,10.3390/molecules25245919,Effect of the Content and Ordering of the sp2 Free Carbon Phase on the Charge Carrier Transport in Polymer-Derived Silicon Oxycarbides,2020-12-14,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Charge transport in polymer-derived silicon oxycarbides; unrelated.,"Charge transport in silicon oxycarbides, no OER",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11262,10.1016/j.jcat.2020.12.002,Prussian blue analogues as platform materials for understanding and developing oxygen evolution reaction electrocatalysts,2020-12-16,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Prussian blue analogue OER platform materials; non-rutile family, no abstract.",Prussian blue analogue OER platform materials; non-rutile family.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11263,,"Synthesis, Characterization and Electrocatalytic Performance of Bulk Transition Metal Borides",2019-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Dissertation on transition metal borides for hydrogen evolution reaction, not OER/oxide.","Transition metal boride HER electrocatalysts dissertation, no OER.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11264,10.14232/phd.10459,Structure and photocatalytic activity of flame-synthesized titanium dioxide catalysts,2020-11-20,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Flame-synthesized TiO2 photocatalytic dissertation, no OER",Flame-synthesized TiO2 photocatalyst dissertation; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11265,10.1021/acsami.0c14172,Modulating Magnetism in Ferroelectric Polymer-Gated Perovskite Manganite Films with Moderate Gate Pulse Chains,2020-12-06,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Ferroelectric-gated manganite magnetism; unrelated field,"Ferroelectric-gated perovskite manganite magnetism; non-rutile, no OER",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11266,10.1039/d0tb02292f,Mesoporous TiO 2 -based architectures as promising sensing materials towards next-generation biosensing applications,2020-12-11,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Review of mesoporous TiO2 biosensors; no OER.,Review of mesoporous TiO2 for biosensing; no OER,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11267,10.1038/s41598-020-78956-1,Anatase TiO2 deposited at low temperature by pulsing an electron cyclotron wave resonance plasma source,2020-12-15,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Low-temperature anatase TiO2 deposition for photocatalysis; not OER.,Low-temperature PECVD deposition of anatase TiO2 photocatalytic films; no OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11268,10.2507/31st.daaam.proceedings.093,"Preparation, Characterization and Photocatalytic Activity of TiO2/Reduced Graphene Oxide Nanocomposite",2020-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,TiO2/rGO photocatalytic dye degradation; no OER.,TiO2/reduced graphene oxide photocatalyst for dye degradation; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11269,10.25781/kaust-8634e,Wafer-scale growth method of single-crystalline 2D MoS2 film for high-performance optoelectronics,2020-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Wafer-scale 2D MoS2 growth; unrelated field.,"Wafer-scale MoS2 growth for optoelectronics, not OER",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11270,,Heterogeneous chemistry of atmospheric organic acids and other organic compounds with oxide surfaces representative of mineral dust and indoor surfaces,2018-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Organic acid adsorption on TiO2/mineral dust surfaces; not OER/electrocatalysis.,Heterogeneous chemistry of atmospheric acids on oxide surfaces; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11271,10.1088/2515-7655/abd295,Electronic and geometric determinants of adsorption: fundamentals and applications,2020-12-11,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,"Review of adsorption-energy/scaling-relation models for catalysis, potentially covering oxide OER descriptors.","Review of adsorption/scaling-relation models for catalysis, applicable to oxides; may cover rutile OER",FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S11272,10.1016/j.jmrt.2020.11.107,Size effects of tin oxide quantum dot gas sensors: from partial depletion to volume depletion,2020-11-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,SnO2 quantum dot gas sensors; no OER,SnO2 quantum dot gas sensor size effects; unrelated to OER,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11273,10.1139/cjes-2020-0057,"Crustal thickening and uplift of the Qiangtang Terrane, Tibetan Plateau during the Late Cretaceous to early Palaeocene: geochronology and geochemistry of the Saiduopugangri granite",2020-10-16,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Tibetan Plateau granite geochronology, unrelated field",Geochronology/geochemistry of Tibetan Plateau granite; unrelated field.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11274,10.1039/d0nr07262a,Facile construction of self-supported Fe-doped Ni 3 S 2 nanoparticle arrays for the ultralow-overpotential oxygen evolution reaction,2020-12-16,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Fe-doped Ni3S2 OER catalyst, non-rutile sulfide","Fe-doped Ni3S2 sulfide OER catalyst, non-oxide material",FULL_TEXT_REVIEW_RESCUE,NOT_DECIDED,NOT_CODED
S11275,10.1016/j.lithos.2020.105928,Petrological evidence for magma recharge and mixing beneath the Ma'anshan monogenetic volcano of Xiaogulihe in Northeast China,2020-12-13,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Geology of volcanic magma mixing, unrelated field.","Monogenetic volcano petrology/geochemistry, unrelated field.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11276,10.1039/d0ra08429h,Influence of the physicochemical features of TiO 2 nanoparticles on the formation of a protein corona and impact on cytotoxicity,2020-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,TiO2 NP protein corona cytotoxicity; unrelated.,"TiO2 nanoparticle protein corona and cytotoxicity, unrelated",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11277,10.1016/j.surfcoat.2020.126765,An exploratory study of TiO2-based multicomponent nanotubes on TiFeNbSn ultrafine eutectic alloy,2020-12-16,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,TiO2-based nanotubes on eutectic alloy surface coating; not OER.,TiO2-based nanotubes on alloy substrate; no OER mentioned.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
